,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Streptococcus didelphis,10,0,0,0,0,0,13,14,0,0,13,27,0,12,0,18,0,43,18,11,16
Frederiksenia canicola,0,0,0,0,0,0,0,0,0,0,0,11,10,0,14,0,0,0,10,0,13
Amycolatopsis orientalis,63,0,17,0,0,0,0,15,0,0,0,41,0,0,0,0,17,12,18,15,16
Myroides fluvii,10,0,0,0,0,12,0,13,0,0,0,36,0,0,0,21,20,21,13,0,0
Sandaracinus amylolyticus,14,10,20,18,27,0,23,30,19,23,15,0,21,26,36,40,37,25,25,32,44
Streptomyces fodineus,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,17,0,0,0,0,23
Brevibacillus ruminantium,58,11,32,13,21,13,36,43,13,18,25,80,33,32,23,42,36,29,47,21,45
Pullulanibacillus sp. KACC 23026,14,0,0,10,0,0,0,27,0,0,17,0,17,22,40,21,11,16,21,13,29
Leisingera sp. M658,0,0,0,0,0,0,0,0,0,0,0,0,19,0,44,0,30,0,0,25,0
Bacteroides intestinalis,11279,702,311,608,943,10120,13910,8044,10088,12527,9758,4110,9457,565,163,1020,3196,5169,5245,5086,236
Paenibacillus sp. JDR-2,58,27,52,33,17,21,56,55,20,22,36,61,81,80,111,79,69,77,73,62,63
Christiangramia fulva,64,11,25,12,0,0,14,22,18,18,35,54,34,22,28,17,23,15,29,29,22
Isoptericola variabilis,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,24,16,0,0,0,14
Lacinutrix venerupis,85,11,13,0,14,0,16,15,14,0,0,69,12,0,0,39,21,40,27,23,30
Candidatus Gullanella endobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0
Lentzea sp. HUAS12,14,0,0,0,0,0,11,17,0,11,0,35,26,19,40,15,27,28,33,24,16
Deinococcus soli (ex Cha et al. 2016),0,21,36,0,0,0,0,24,0,30,0,0,14,0,33,0,21,27,34,0,13
Anabaenopsis elenkinii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Caldicellulosiruptor obsidiansis,0,15,16,0,0,18,28,42,0,0,22,27,42,30,31,30,18,61,50,43,45
Caldicellulosiruptor changbaiensis,50,0,0,0,0,0,27,31,0,0,29,84,67,49,95,26,23,40,54,32,28
Ketobacter alkanivorans,0,0,0,0,0,22,28,11,14,11,12,0,22,0,0,0,12,10,10,0,0
Arthrobacter zhaoxinii,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,25,13,18,25,0
Streptomyces sp. SM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,15,0,0
Campylobacter sputorum,37,0,0,0,0,25,40,21,0,25,14,107,18,0,14,16,29,58,53,33,12
Spirosoma montaniterrae,11,0,17,0,0,0,0,14,0,0,0,0,0,10,0,14,27,25,16,16,22
[Enterobacter] lignolyticus,21,12,24,20,12,18,15,30,20,18,31,16,25,29,23,59,28,50,31,24,24
Sulfurivermis fontis,0,0,0,0,0,0,0,37,16,0,0,0,28,20,0,53,19,24,25,17,20
Arcanobacterium wilhelmae,0,0,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12
Arthrobacter sp. PAMC25564,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,15,0,13,0,27
Acidaminococcus fermentans,75,44,59,52,52,37,76,150,48,42,57,57,77,81,107,119,91,95,109,65,142
Oenococcus sicerae,0,0,0,0,0,0,15,11,0,0,0,0,0,12,0,0,0,18,10,0,14
Arachidicoccus ginsenosidivorans,17,0,0,10,0,0,23,23,11,0,20,38,19,13,28,17,18,17,34,19,30
Dolichospermum heterosporum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,22,32
Bradyrhizobium sp. WD16,0,0,0,0,0,0,11,43,13,13,0,0,22,28,25,21,20,12,31,0,24
Sphingomonas sabuli,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,17,12,0,0
Polaromonas naphthalenivorans,12,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,13,16,0,0,19
Tannockella kyphosi,312,19,18,19,13,0,25,33,15,14,35,250,26,30,24,39,50,88,77,46,378
Weissella cibaria,13,11,22,10,17,0,14,21,19,0,0,19,14,0,0,16,0,19,18,0,13
Methylocystis bryophila,15,0,0,0,0,0,0,25,0,0,0,39,0,0,11,23,24,23,19,22,14
uncultured Desulfobacter sp.,229,79,182,87,87,82,170,196,77,89,150,141,150,147,204,140,162,204,216,127,239
Ruminococcus sp. SR1/5,19612,15200,24043,21816,9602,3598,8924,13811,8260,15545,16125,45004,15194,17422,11416,11412,5586,5051,7729,10219,46497
Candidatus Thiothrix anitrata,0,0,0,0,0,0,0,19,0,0,0,0,29,0,44,0,0,0,0,0,0
Paraglaciecola sp. L3A3,31,0,0,0,0,0,0,0,0,0,0,17,0,0,0,12,18,31,21,20,0
Stenotrophomonas sp. 24(2023),27,0,0,0,0,0,0,33,0,0,0,51,21,19,13,13,0,14,15,0,13
Bradyrhizobium sp. ORS 285,21,0,0,0,0,0,15,54,27,22,15,0,30,14,29,46,23,32,29,13,37
Gemmatimonas phototrophica,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,20,0,0,0,0,11
Candidatus Hepatoplasma crinochetorum,0,0,0,0,0,0,0,17,0,11,15,0,15,12,19,0,0,12,24,0,0
Microbacterium sp. H1-D42,0,0,0,0,0,0,12,20,0,0,0,0,11,22,0,13,13,13,0,25,0
Gramella oceanisediminis,24,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,0
Chondromyces crocatus,15,0,0,0,0,0,11,30,12,0,0,0,20,12,11,15,32,44,33,26,13
Pseudooceanicola atlanticus,12,0,0,0,0,19,16,14,14,0,14,0,15,18,17,0,17,0,11,0,19
Spiroplasma floricola,44,0,0,0,0,0,0,15,0,0,35,99,0,0,0,0,19,40,19,18,20
Mariniflexile sp. TRM1-10,49,12,14,0,0,17,14,32,0,0,0,29,13,0,11,13,19,35,22,18,47
Streptomyces ambofaciens,0,0,0,0,0,0,0,30,0,0,0,0,0,0,43,26,0,0,23,0,0
Streptomyces sp. GS7,24,0,0,0,0,0,0,22,0,0,0,0,16,15,19,0,17,18,28,42,0
Thiocapsa bogorovii,22,0,0,0,0,0,15,24,0,11,0,0,11,17,23,27,15,14,19,13,18
Nocardioides mesophilus,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,21,21,12,0,45
Limosilactobacillus pontis,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,13,13,10,11,0,0
Anaeromyxobacter oryzae,11,0,13,0,0,14,25,22,12,0,0,0,15,11,24,14,15,22,21,0,11
Ornithinimicrobium flavum,12,0,0,0,0,0,0,14,0,0,0,19,0,0,13,0,0,0,0,0,0
Bradyrhizobium barranii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
Candidatus Paracaedibacter symbiosus,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea cypripedii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Alistipes indistinctus,1739,238,218,476,241,210,235,536,235,231,261,5120,359,452,421,510,560,475,892,904,690
Caulobacter flavus,0,0,0,0,0,0,17,35,19,15,23,0,40,21,36,20,31,22,18,25,25
Cellulomonas sp. ATA003,19,0,0,0,0,0,0,27,0,0,0,59,0,23,19,28,20,0,13,0,15
Aureimonas sp. SA4125,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,12,16,0,14,0,0
Sediminibacillus dalangtanensis,27,0,11,12,0,0,21,33,12,19,15,27,15,23,11,22,27,36,26,18,46
Pectobacterium parmentieri,53,59,50,86,47,0,26,17,0,0,0,32,19,0,22,0,44,41,55,43,15
Salinibacterium hongtaonis,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0
Afonbuvirus coli,0,341,263,266,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevibacterium zhoupengii,0,0,0,0,0,0,0,0,0,0,0,0,28,13,25,30,0,0,0,0,0
Apibacter raozihei,70,0,10,0,0,0,10,13,0,0,10,55,23,14,47,12,14,51,30,28,0
Nostoc sp. UHCC 0870,11,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,10,12,13,0
Mycolicibacterium moriokaense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,29,17,18,0
Erysipelothrix rhusiopathiae,33,19,46,30,14,22,35,29,19,14,37,27,35,40,36,25,21,53,49,21,46
Mesorhizobium sp. NZP2077,22,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,22,0,0
Cobetia marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
Lysinibacillus irui,43,0,0,0,0,17,19,22,0,0,17,89,0,17,0,18,19,16,24,19,17
Botrimarina mediterranea,25,0,0,10,0,0,0,23,0,0,0,0,32,21,27,25,19,11,18,15,10
Burkholderia sp. PAMC 26561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,48,49,0,27,26
Bacillus sp. N5-665,0,0,35,0,26,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,19
Corynebacterium caspium,27,12,28,0,0,0,0,11,0,0,0,46,0,0,0,0,0,0,0,0,0
Bradyrhizobium diazoefficiens,173,0,54,0,0,69,85,124,87,118,42,172,135,121,117,158,138,165,122,179,132
Mycobacterium stomatepiae,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17,13,0,0
Paenarthrobacter sp. GOM3,0,0,0,0,0,0,0,0,0,0,0,0,53,33,80,25,0,0,0,0,0
Marinobacter sp. CA1,20,0,0,0,0,0,16,22,0,0,17,24,0,0,0,0,23,16,16,29,24
Pseudarthrobacter defluvii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Citrifermentans bemidjiense,14,0,0,0,0,0,0,22,0,0,14,24,14,0,17,16,0,15,18,0,16
Paracoccus methylovorus,0,0,0,0,0,0,0,17,0,0,0,13,0,0,0,18,20,13,0,19,0
Anoxybacter fermentans,86,30,28,16,21,12,22,29,10,13,22,90,48,52,103,24,22,42,42,28,23
Hymenobacter sublimis,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,67,0,54,0,0,0
Vibrio neptunius,16,0,0,0,0,31,44,42,24,31,56,67,56,35,65,25,16,50,59,36,21
Pseudodesulfovibrio sediminis,0,0,15,0,0,0,15,15,0,10,0,0,16,0,0,25,18,10,26,12,11
Dyella sp. BiH032,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,27,25,18,16,0,12
Campylobacter armoricus,19,0,0,0,0,0,0,22,0,0,0,0,0,10,13,0,0,32,18,0,15
Algoriphagus sanaruensis,46,0,0,0,0,10,16,25,12,25,10,28,14,11,12,0,0,0,19,0,12
Streptomyces sp. HUAS YS2,16,0,0,18,0,34,29,51,32,37,29,0,48,37,65,37,25,26,35,30,44
Caulobacter vibrioides,15,0,0,0,0,0,18,41,13,0,0,0,31,0,41,20,22,24,19,0,25
Thermoanaerobacterium xylanolyticum,19,0,0,0,0,0,22,21,0,0,17,15,40,26,56,20,36,74,58,41,25
Haloferax gibbonsii,13,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,21
Mycolicibacterium sp. HK-90,19,0,0,0,0,0,31,31,0,0,0,0,26,13,21,16,20,16,25,0,21
Corynebacterium qintianiae,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,13,21,0,0,0
Polaribacter sp. ALD11,34,0,0,0,0,13,15,19,0,0,0,0,0,0,0,32,27,70,57,18,32
Anoxybacillus caldiproteolyticus,0,0,0,0,0,17,40,30,22,15,40,11,50,37,93,33,22,51,38,29,26
Endomicrobium proavitum,22,0,0,0,0,0,16,20,0,0,0,13,13,12,0,14,11,14,20,0,19
Amycolatopsis methanolica,0,0,24,20,0,0,17,29,18,0,0,0,16,25,16,28,29,25,35,0,25
Phocaeicola coprophilus,6332,1265,800,1048,1549,415,328,638,255,235,280,4740,371,423,389,1203,1848,1287,2306,2651,28871
Caldalkalibacillus thermarum,21,13,19,19,13,14,22,44,0,21,23,30,36,26,67,23,22,29,35,11,56
Alcaligenes ammonioxydans,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0
Lacimicrobium alkaliphilum,0,0,24,0,0,11,16,35,26,0,12,0,0,18,22,15,17,27,17,15,20
Candidatus Endolissoclinum faulkneri,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,13,0,0
Staphylococcus lugdunensis,14,0,28,0,0,0,0,24,0,0,0,27,0,0,16,10,24,39,38,30,24
Pimelobacter simplex,15,0,0,0,0,14,27,50,20,0,17,0,31,31,37,29,62,43,44,57,27
Saccharothrix espanaensis,15,0,14,0,0,0,19,46,18,13,0,0,34,23,25,24,29,39,31,30,27
Mangrovivirga cuniculi,50,0,19,0,15,0,0,17,0,0,13,34,13,13,0,12,22,43,32,24,15
Limosilactobacillus frumenti,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,21,13,11,13,0,0
Gordonia sp. SL306,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,11
Pseudodesulfovibrio sp. zrk46,63,0,44,12,13,0,15,31,0,13,0,82,20,14,15,14,24,26,27,15,22
Curtobacterium sp. MCPF17_052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
Thiothrix fructosivorans,0,0,0,0,0,18,0,15,0,0,22,0,0,14,12,0,0,0,18,0,0
Sphingobium sp. CAP-1,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,34,19,0,0,0
Microvirga terrae,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,15,0,0,11
Bradyrhizobium guangzhouense,0,0,0,0,0,0,0,17,0,0,0,0,40,0,43,0,0,0,0,0,21
Corynebacterium kalinowskii,0,0,0,0,0,0,0,12,0,0,0,0,0,12,22,10,13,21,10,19,15
Clostridium sp. 001,24,25,66,39,27,45,60,59,39,69,160,69,37,21,37,105,100,93,139,77,110
Nitrospina watsonii,44,12,0,13,0,0,12,29,11,10,10,18,25,19,20,11,23,16,31,25,36
Ferrigenium kumadai,0,10,17,0,0,0,0,11,0,0,23,0,11,0,17,0,0,12,17,12,0
Paludibacterium sp. B53371,20,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,20,0,16
Cellulophaga baltica,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,22,38,90,32,0
Citrobacter amalonaticus,44,0,0,0,0,0,0,0,0,0,0,21,0,0,29,0,29,28,37,29,59
Paenibacillus sp. S25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0
Veillonella nakazawae,44,30,29,37,35,0,62,74,54,0,0,1324,47,0,38,49,29,64,27,72,0
Stenotrophomonas sp. ZAC14A_NAIMI4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0,0
Denitrovibrio acetiphilus,37,10,34,11,20,22,21,41,15,10,25,20,28,49,48,19,19,24,32,23,23
Luteimonas sp. JM171,0,0,0,0,0,12,21,27,20,28,0,0,16,0,15,10,25,30,18,15,15
Gemmata obscuriglobus,29,0,13,12,0,14,16,36,16,10,0,67,20,21,34,31,24,18,28,0,25
Subdoligranulum variabile,5650,2807,4632,3726,2874,3640,6350,9077,4177,1876,5165,3466,11223,9172,10388,7515,6373,6543,7007,4617,16250
Paenibacillus sp. YPG26,23,0,0,0,0,10,18,35,11,0,0,57,20,18,27,61,20,42,31,20,28
Halomonas tianxiuensis,20,0,15,41,45,0,0,25,0,0,0,0,0,22,0,0,18,0,13,0,43
Paenibacillus sp. 19GGS1-52,72,12,22,0,0,41,63,52,38,37,34,93,51,25,12,44,38,69,50,30,53
Unicornvirus unicorn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Ruminococcus bovis,2176,355,819,285,704,1027,1651,1683,1001,789,1340,1198,1440,1735,1334,798,907,1946,1792,730,1173
Vibrio sp. SCSIO 43136,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,25,0,0,13
Bradyrhizobium sp. 4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fretibacterium fastidiosum,25,16,28,26,19,19,46,132,42,40,37,28,93,92,101,85,87,94,94,70,83
Edwardsiella ictaluri,0,26,0,0,23,0,0,0,0,0,31,0,50,30,42,0,25,0,0,0,19
Mycobacterium heckeshornense,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Pararhizobium sp. IMCC21322,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,32
Proteiniborus sp. MB09-C3,103,28,50,31,16,33,59,101,42,28,43,211,55,40,68,80,93,189,136,54,89
Formosa sediminum,13,0,22,0,0,0,0,14,0,0,0,15,0,10,0,14,14,34,24,15,18
Vibrio panuliri,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermodesulfovibrio yellowstonii,100,0,18,0,0,12,18,22,0,10,28,37,0,18,14,19,26,34,26,24,12
Mycoplasmopsis columbinasalis,0,0,24,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Brevibacillus sp. WF146,40,0,88,35,16,18,42,62,27,25,0,18,67,45,63,62,44,78,47,49,85
Halococcus qingdaonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Corynebacterium hindlerae,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10,0,16,26,16,11,14
Macrococcus caseolyticus,43,0,0,0,0,18,28,39,0,0,0,0,27,0,21,118,63,124,186,90,34
Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038,42,21,39,0,16,24,27,22,11,0,12,35,0,0,16,36,24,55,30,19,27
Pseudomonas yamanorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,17,21,0
Streptomyces rectiverticillatus,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,0,0,13,0,19
Streptococcus intermedius,49,41,70,29,37,35,46,62,17,15,32,99,27,32,48,52,44,98,66,43,50
Vibrio taketomensis,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Plantibacter flavus,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella sp. E2-28,1062,214,329,293,278,16,35,38,19,18,23,2602,46,29,60,54,74,70,81,78,45
Streptomyces nigra,15,0,0,0,0,0,0,0,0,0,0,0,21,15,15,0,14,40,15,21,34
Pseudomonas benzenivorans,18,0,0,0,12,0,37,58,23,24,18,17,33,47,33,16,46,31,29,22,19
Raoultibacter timonensis,37,18,33,42,21,26,96,174,55,57,69,13,104,114,118,81,155,112,145,124,64
Pusillimonas sp. T7-7,29,0,0,14,0,0,0,0,0,0,0,36,15,0,15,0,11,0,0,0,0
Corynebacterium sp. P3-F1,0,0,0,0,0,0,0,42,0,0,0,0,35,32,34,40,30,31,0,0,37
Brasilonema sennae,22,0,0,0,0,20,20,31,23,11,13,11,38,32,38,13,23,26,36,0,17
Spirosoma oryzicola,25,0,22,22,11,10,14,14,0,10,0,18,12,12,17,25,15,17,24,22,12
Actinomadura sp. WMMA1423,0,0,0,0,0,0,0,22,0,12,0,0,39,0,24,18,22,24,21,16,28
Lactobacillus terrae,0,17,0,11,17,0,0,0,0,0,0,0,0,0,0,0,17,13,13,14,0
Brevundimonas sp. SL130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Komagataeibacter oboediens,63,64,144,132,53,14,43,69,40,41,52,38,42,39,43,78,79,95,90,58,228
Lactobacillus jensenii,0,0,0,0,0,0,10,0,0,0,0,25,0,0,0,0,0,31,0,14,22
Stutzerimonas decontaminans,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Pandoraea fibrosis,33,0,0,0,0,0,0,30,0,0,0,71,13,16,0,22,15,17,21,14,0
Paracidovorax cattleyae,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,18,0,0,0,26
Alkalihalobacillus sp. AL-G,31,10,19,0,11,0,26,18,0,0,19,92,12,14,13,31,31,35,30,15,11
Aequorivita sp. H23M31,31,0,0,0,0,0,16,0,0,0,0,26,0,0,0,0,22,16,27,23,0
Ligilactobacillus acidipiscis,42,13,0,11,0,0,30,19,11,0,11,25,12,13,11,20,18,69,43,20,61
Mycobacterium riyadhense,30,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,13,0,0,12,10
uncultured Desulfuromonas sp.,33,33,46,24,18,23,42,54,24,24,30,37,47,31,37,34,42,52,44,45,64
Tumebacillus avium,43,12,23,27,0,12,37,73,21,25,18,19,43,39,49,35,48,37,50,38,61
Leucobacter aridicollis,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,28,16,18,0
Selenomonas sp. oral taxon 126,46,11,16,14,24,25,50,95,30,33,26,22,60,63,87,54,85,74,60,61,57
Petrocella atlantisensis,85,33,71,19,21,35,44,69,38,28,42,167,31,40,43,68,61,102,70,58,87
Agrobacterium pusense,81,0,38,0,0,0,0,0,0,0,0,79,0,0,0,33,62,60,51,69,71
Chryseobacterium sp. MA9,0,0,25,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,13,0,0
Lysinibacillus sp. Ag94,35,0,37,0,17,12,32,18,0,15,25,63,26,21,29,35,17,24,36,17,51
Amycolatopsis sp. 4-36,15,0,0,0,0,0,0,12,0,0,0,0,15,16,18,0,18,17,0,19,33
Spirosoma foliorum,47,16,31,16,0,0,19,12,0,0,0,42,18,10,0,10,16,18,11,11,19
Arthrobacter sp. ATA002,18,0,0,0,0,0,0,23,31,0,0,0,0,15,0,11,11,13,11,0,24
[Pantoea] beijingensis,27,0,0,0,0,0,0,0,0,0,0,27,0,0,0,10,0,0,0,0,0
Tomitella gaofuii,0,0,0,0,0,0,11,20,0,0,0,0,20,22,20,20,12,0,16,0,33
Lactobacillus isalae,16,0,0,0,0,13,13,0,0,0,12,17,0,0,0,0,12,25,28,0,14
Bifidobacterium dentium,170,14,43,26,0,23,46,52,35,23,24,176,27,23,24,34,59,147,108,53,193
Acinetobacter baumannii,275,73,113,64,77,131,211,193,103,85,174,359,150,148,170,182,349,349,262,171,274
Wolbachia endosymbiont (group A) of Icerya purchasi,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobacula toluolica,47,16,10,0,0,0,13,28,0,0,20,83,0,23,18,41,34,37,35,32,14
Arthrobacter sp. YA7-1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0
Lentilactobacillus parabuchneri,12,17,16,0,0,0,17,0,0,0,10,0,14,18,36,15,14,12,14,0,16
Mesoplasma lactucae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,0,0,19
Pseudomonas azotoformans,22,0,0,0,0,0,28,63,0,0,0,22,34,0,37,37,94,84,77,60,0
Photobacterium leiognathi,74,33,57,17,37,23,47,38,19,0,32,73,27,34,43,68,46,95,54,60,37
Diaphorobacter sp. HDW4B,26,0,0,0,0,19,21,29,21,0,16,0,25,19,13,22,32,22,16,22,0
Bdellovibrio sp. NC01,14,0,24,0,13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
Prevotella fusca,1161,249,386,320,350,0,22,45,0,0,25,3365,47,46,56,51,58,61,87,76,219
Clostridium formicaceticum,109,22,31,10,12,22,49,48,32,13,19,111,24,27,41,24,35,107,72,53,75
Acinetobacter sp. GSS19,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winogradskyella sp. MH6,39,0,0,0,0,0,12,0,0,10,0,13,0,0,0,0,0,0,11,10,11
Microbacterium oryzae,0,0,0,0,0,0,0,24,0,0,0,0,17,0,0,0,30,17,17,25,0
Streptomyces roseicoloratus,0,0,0,0,0,0,19,20,0,0,0,0,19,15,24,20,16,0,22,23,13
Mogibacterium pumilum,135,20,21,12,20,30,47,59,20,28,58,143,72,79,130,70,42,76,81,27,42
Parasphingorhabdus halotolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Sulfuritalea hydrogenivorans,0,0,0,0,0,0,0,19,0,0,0,0,0,11,0,12,0,0,0,0,19
Pseudomonas sp. Q1-7,0,0,12,0,0,0,0,19,0,0,0,0,14,0,0,0,0,13,0,0,0
Ndongobacter massiliensis,45,15,15,23,16,0,45,60,37,28,20,42,45,57,67,52,73,104,79,64,67
Streptomyces lunaelactis,0,0,0,0,0,0,0,27,0,0,0,23,18,12,29,17,14,19,23,16,0
Citrobacter sp. R56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,38
Yoonia vestfoldensis,0,0,0,0,0,0,0,18,0,0,0,0,15,15,15,0,0,12,19,0,19
Buchnera aphidicola,218,32,43,17,20,87,140,110,57,70,94,202,77,55,69,134,236,437,270,221,151
Mycoplasma haemofelis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
Chromobacterium sp. IIBBL 290-4,0,0,0,0,0,0,26,17,0,31,0,22,22,0,22,18,29,34,24,26,19
Mycoplasmopsis citelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Catellatospora sp. IY07-71,42,0,15,0,0,12,15,48,14,19,13,41,30,21,45,12,24,31,30,20,33
Piscine orthoreovirus,0,0,0,0,0,0,0,0,0,0,0,0,14,13,26,0,0,0,0,0,0
Mannheimia varigena,18,0,12,0,0,0,19,19,0,17,24,30,40,19,51,24,23,24,33,18,16
Metamycoplasma salivarium,18,0,0,0,0,0,10,12,0,0,13,30,0,0,0,0,13,19,16,0,0
Streptomyces lividans,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0
Methylomonas montana,0,0,0,0,0,0,0,0,0,0,0,0,22,12,29,0,0,0,0,0,0
Azoarcus sp. KH32C,12,0,0,18,0,0,22,30,0,0,18,0,35,22,22,26,29,28,25,11,24
Chromobacterium phragmitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,0,28,0,0
Salicibibacter kimchii,21,10,17,0,10,0,0,0,0,0,0,78,0,0,0,11,0,15,12,0,13
Streptococcus alactolyticus,47,22,46,11,11,11,21,15,0,11,20,37,11,14,16,12,16,29,20,0,42
Actinomyces sp. oral taxon 414,27,41,58,21,22,0,0,24,0,0,15,91,12,0,27,20,11,14,0,0,19
Rhodoferax sediminis,0,0,0,20,0,0,0,17,0,0,0,0,20,0,13,17,0,18,12,0,16
Shewanella dokdonensis,21,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Bifidobacterium choerinum,23,0,0,0,0,0,10,18,12,0,14,0,24,13,19,12,20,14,11,10,19
Roseivivax marinus,0,0,14,0,0,0,0,11,0,0,0,24,0,0,18,21,20,18,17,13,20
Micromonospora sp. WMMD882,15,0,0,0,0,0,15,0,0,0,0,0,0,14,12,16,30,22,25,18,27
uncultured Dethiosulfovibrio sp.,16,0,0,0,0,0,0,29,0,0,14,0,22,18,48,12,36,39,34,22,15
Marinimicrobium sp. C6131,0,0,13,0,0,0,12,17,0,10,12,0,0,0,0,0,19,10,18,0,10
Paenibacillus antarcticus,79,0,15,0,0,28,45,52,28,32,40,45,81,53,88,44,26,49,55,0,68
