,sum,noZero,rowMeans
Brachyspira hyodysenteriae,0.026558956339789698,19,0.0013978398073573525
Mobiluncus sp. Marseille-Q7826,0.005757154076522201,11,0.0005233776433202002
Nocardioides sp. cx-173,0.009977361165063599,12,0.0008314467637552999
Lysobacter sp. K5869,0.0023717836203024,5,0.00047435672406047997
Hymenobacter yonginensis,0.0127770452467681,10,0.00127770452467681
Prevotella corporis,0.17529510514662014,21,0.008347385959362864
Desulfarculus baarsii,0.016993469927525602,15,0.0011328979951683734
Christiangramia echinicola,0.006293381250570201,11,0.0005721255682336546
Flavobacterium ginsengisoli,0.006137554637716601,7,0.0008767935196738001
Pseudoxanthomonas mexicana,0.014180201883861999,12,0.0011816834903218333
Polynucleobacter necessarius,0.016479458532621002,17,0.0009693799136835883
Sphingomonas alpina,0.0033669535778879,5,0.00067339071557758
Burkholderia pyrrocinia,0.005535694642663,7,0.0007908135203804285
cyanobacterium endosymbiont of Epithemia turgida,0.0040334459847458995,7,0.0005762065692494142
Sporolactobacillus terrae,0.029651022502769894,21,0.0014119534525128521
Xenorhabdus bovienii,0.0076203737048073,12,0.000635031142067275
Chitinophaga agri,0.0118813508408038,15,0.0007920900560535866
Spirosoma taeanense,0.015480873775431002,21,0.0007371844654967144
Methanocorpusculum labreanum,0.0028215393026258,6,0.0004702565504376333
Pseudorhodobacter turbinis,0.0048708550889361,10,0.00048708550889361003
Micropruina glycogenica,0.0035624281050448997,9,0.00039582534500498886
Actinomyces lilanjuaniae,0.0056775259432288,10,0.00056775259432288
Vescimonas coprocola,11.038284254289353,21,0.5256325835375882
Adlercreutzia hattorii,0.47014063633588626,19,0.024744244017678226
Umezawaea sp. Da 62-37,0.0132503892177252,19,0.0006973889061960631
Corynebacterium freneyi,0.004021212386477,6,0.0006702020644128334
Candidatus Epulopiscium viviparus,0.027821691866168795,21,0.0013248424698175617
Methylococcus capsulatus,0.0039970819226037,7,0.0005710117032290999
Flavobacterium sp. KACC 22761,0.0112318293704806,14,0.0008022735264629
Pedobacter schmidteae,0.0193491056219085,18,0.00107495031232825
Jeotgalibaca porci,0.0158890491391539,17,0.000934649949361994
Marinifilum fragile,0.035778591488040704,21,0.001703742451811462
Peptoniphilus equinus,0.022474646718240503,20,0.001123732335912025
Actinomyces sp. Chiba101,0.002331466375841,6,0.0003885777293068334
Bacillus infantis,0.021403692766518496,21,0.0010192234650723093
Moraxella nasovis,0.010833460244031702,12,0.0009027883536693085
Clostridium estertheticum,0.1561853168300776,21,0.007437396039527505
Micromonospora sp. HUAS 3,0.006119032265738501,9,0.0006798924739709445
Acinetobacter piscicola,0.0041008609653498,6,0.0006834768275582999
Vibrio sp. VB16,0.0052275783337242,8,0.000653447291715525
Clostridium felsineum,0.059645561310104296,21,0.0028402648242906807
Streptomyces xanthophaeus,0.0149886498325917,13,0.0011529730640455155
Polaribacter sp. HL-MS24,0.006994583245669099,12,0.0005828819371390916
unidentified bacterial endosymbiont,0.0022106073282743997,6,0.00036843455471239993
Halobaculum halophilum,0.0031452028919527,5,0.00062904057839054
Bordetella sp. H567,0.005684029382455501,9,0.0006315588202728334
Sphingomonas sp. 7/4-4,0.0054820445157717996,8,0.0006852555644714749
Butyrivibrio fibrisolvens,0.35347851252340096,21,0.01683231012016195
Actinomadura graeca,0.0065107273549367,12,0.0005425606129113917
Pseudomonas aeruginosa,0.4856098558232797,21,0.023124278848727604
Stenotrophomonas sp. 610A2,0.0053756771223097,10,0.00053756771223097
Blautia sp. SC05B48,5.613815686455685,21,0.2673245564978898
Bacillus carboniphilus,0.0097423839411054,14,0.0006958845672218144
Polaromonas vacuolata,0.006042338481637701,12,0.0005035282068031417
Arsenicicoccus sp. oral taxon 190,0.0106106675989929,13,0.0008162051999225308
Geminocystis herdmanii,0.0068986870082815,9,0.0007665207786979445
Geoalkalibacter halelectricus,0.012355616203468202,16,0.0007722260127167626
Streptococcus thermophilus,1.856423333273163,21,0.08840111110824586
Photorhabdus akhurstii,0.0027921678645269,6,0.00046536131075448336
Tenacibaculum retecalamus,0.0144543597427132,18,0.0008030199857062889
Ketogulonicigenium vulgare,0.0075026976939757,12,0.0006252248078313083
Cellulosilyticum sp. WCF-2,0.0560998476479311,21,0.0026714213165681478
Deinococcus radiopugnans,0.0036780885897438,7,0.0005254412271062572
Shewanella cyperi,0.0039560883392936,6,0.0006593480565489333
Paenibacillus sp. N3/727,0.0061617548691464,8,0.0007702193586433
Anaerococcus obesiensis,0.0129003430824174,10,0.0012900343082417399
Halarcobacter ebronensis,0.006519564376719799,11,0.0005926876706108908
Chimaeribacter arupi,0.0027343564632489998,5,0.0005468712926498
Methanocella arvoryzae,0.0041668263926538,6,0.0006944710654423
Winogradskyella sp. PC-19,0.0038344287814554,7,0.0005477755402079142
Candidatus Erwinia haradaeae,0.030661257234692502,21,0.0014600598683186905
Streptococcus sp. S5,0.0380606739104395,18,0.0021144818839133055
Anaerocolumna sp. AGMB13020,0.21408739029704407,21,0.010194637633192574
Luteibacter aegosomatis,0.0069492223162438,13,0.0005345555627879847
Cellulomonas fengjieae,0.0033743171466986003,7,0.0004820453066712286
Fructilactobacillus sanfranciscensis,0.002510072328577,5,0.0005020144657154
Hahella sp. KA22,0.0101062821751865,14,0.0007218772982276071
Leminorella richardii,0.005978367193532399,11,0.0005434879266847636
Cellulosimicrobium cellulans,0.009304999137910802,9,0.0010338887931012003
Sphingomonas sp. S2-65,0.002676143392407,6,0.0004460238987345
Cupriavidus campinensis,0.009087361217622502,14,0.0006490972298301787
Planococcus halocryophilus,0.0112741847547144,15,0.00075161231698096
Chryseobacterium sp. POL2,0.0198401139291305,16,0.0012400071205706563
Roseitalea porphyridii,0.0033524996488914,7,0.0004789285212702
Bacillus sp. KH172YL63,0.015778153147428604,20,0.0007889076573714302
Neobacillus sp. WH10,0.0099103533726183,16,0.0006193970857886437
Pigmentibacter sp. JX0631,0.0085236122633414,13,0.0006556624817954924
Lysobacter arenosi,0.005409619785221,7,0.0007728028264601429
Mycetocola spongiae,0.006134840565846801,11,0.0005577127787133456
Pseudomonas baltica,0.0038436433931715005,9,0.0004270714881301667
Aliamphritea hakodatensis,0.006299192557297899,12,0.0005249327131081582
Pseudonocardia autotrophica,0.0104349707882297,14,0.0007453550563021214
Pontibacillus chungwhensis,0.009922545145234801,13,0.0007632727034796
Zunongwangia sp. SCSIO 43204,0.012889035555090599,12,0.0010740862962575499
Apilactobacillus apisilvae,0.0042196888110798,6,0.0007032814685132999
Desulfosediminicola ganghwensis,0.0174501096322155,20,0.000872505481610775
Vibrio quintilis,0.0069078072921776,12,0.0005756506076814667
Methanobacterium subterraneum,0.0048599332733149005,7,0.0006942761819021286
Dysgonomonas sp. HDW5A,0.0253527145504529,15,0.0016901809700301934
Algibacter sp. L1A34,0.010324940798323698,15,0.0006883293865549132
Achromobacter spanius,0.03253885261751909,20,0.0016269426308759545
Anaerotruncus colihominis,4.14589918401873,21,0.19742377066755856
Myxococcus hansupus,0.007102422577034698,11,0.0006456747797304271
Comamonas aquatica,0.0134728476040129,14,0.0009623462574294929
Listeria weihenstephanensis,0.0116351714700804,18,0.0006463984150044666
Candidatus Phytoplasma solani,0.0022507742614422,5,0.00045015485228844
Deinococcus psychrotolerans,0.0020304643210151,6,0.00033841072016918333
Salipiger profundus,0.0047994089475053,7,0.0006856298496436142
Blochmannia endosymbiont of Camponotus sp.,0.0026471730662390005,5,0.0005294346132478
Lysobacter antibioticus,0.0042561653432859,8,0.0005320206679107375
Tepidiforma flava,0.0046596323112232,9,0.0005177369234692445
Streptomyces sp. ITFR-21,0.0058179428743364995,10,0.00058179428743365
Oceanispirochaeta crateris,0.008995494544879998,17,0.0005291467379341175
Bradyrhizobium xenonodulans,0.0024983925660101002,6,0.0004163987610016834
Sulfurifustis variabilis,0.010136225692189702,14,0.000724016120870693
Neptunomonas phycophila,0.0022430083918374,6,0.0003738347319729
Deinococcus actinosclerus,0.0070911750238294,7,0.0010130250034042
Humibacter ginsenosidimutans,0.006059695945938401,10,0.0006059695945938401
Ottowia sp. oral taxon 894,0.004393471207993601,9,0.00048816346755484457
Staphylococcus coagulans,0.004994000866686101,8,0.0006242501083357626
Myroides albus,0.0061523933313508,10,0.00061523933313508
Streptomyces sp. CdTB01,0.00981864500772,12,0.0008182204173100001
Microvirga sp. 17 mud 1-3,0.0037470557855625998,8,0.00046838197319532497
Clostridium gasigenes,0.0344497041370297,21,0.001640462101763319
Rhizobium sp. IE4771,0.009185940079710998,5,0.0018371880159421996
Frigidibacter mobilis,0.012777510569683199,12,0.0010647925474735998
Gloeothece verrucosa,0.013914542772951101,18,0.0007730301540528389
Rugamonas sp. DEMB1,0.0150180706748707,18,0.000834337259715039
Phyllobacterium sp. T1018,0.0033816959809706,6,0.0005636159968284333
Fusobacterium canifelinum,0.0072900874582800005,10,0.000729008745828
Neobacillus sp. 114,0.0228555154402746,18,0.0012697508577930335
Novosphingobium sp. Gsoil 351,0.002565489249499,7,0.0003664984642141428
Temperatibacter marinus,0.0065431152960429,11,0.0005948286632766272
Bosea sp. F3-2,0.006810347077075001,10,0.0006810347077075001
Corallococcus sp. NCRR,0.010428693986603201,12,0.0008690578322169334
Parashewanella spongiae,0.0012585008673807,5,0.00025170017347614
Leptodesmis sichuanensis,0.0065655556988670006,13,0.0005050427460666924
Halomonas sp. THAF5a,0.007638849987073499,9,0.0008487611096748332
Jahgtovirus intestinihominis,0.542304359062694,9,0.060256039895854895
Nocardia nova,0.0107348391550733,14,0.0007667742253623785
Empedobacter falsenii,0.0213015114605128,14,0.0015215365328937714
Pantoea rwandensis,0.0053168621562175,10,0.00053168621562175
Flavobacterium sp. N1736,0.0187040162407755,18,0.0010391120133764167
Novosphingobium decolorationis,0.0050848887371706,10,0.0005084888737170599
Exiguobacterium profundum,0.0034162754974297,5,0.00068325509948594
Treponema putidum,0.0204446340460173,19,0.001076033370843016
Rhodoluna lacicola,0.0031718358241608,7,0.00045311940345154283
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',0.0028888751812688,5,0.00057777503625376
Flavobacterium nitrogenifigens,0.0087704736337431,9,0.0009744970704159001
Glutamicibacter halophytocola,0.008542482969914198,9,0.0009491647744349109
Methanobrevibacter ruminantium,0.0039342091523446,6,0.0006557015253907667
Corynebacterium accolens,0.015686538001007198,11,0.0014260489091824724
Cronobacter sakazakii,0.0112847614447838,10,0.00112847614447838
Arthrobacter crystallopoietes,0.0157760407943154,19,0.0008303179365429158
Pseudomonas citronellolis,0.018151461963059,15,0.0012100974642039334
Calycomorphotria hydatis,0.003968355912301,8,0.000496044489037625
Brevibacillus humidisoli,0.020319254093393198,21,0.000967583528256819
Corynebacterium pelargi,0.0027511921957356,5,0.00055023843914712
Bacillus tropicus,0.003627334442493,5,0.0007254668884986
Thalassotalea atypica,0.0024507429293467,7,0.0003501061327638143
Pseudomonas sp. MTM4,0.0048901927924619,8,0.0006112740990577375
Vagococcus teuberi,0.005066450326328499,5,0.0010132900652656998
uncultured Sunxiuqinia sp.,0.0170647803638541,18,0.0009480433535474501
Actinopolyspora erythraea,0.0030924515899426,6,0.0005154085983237667
Paenibacillus aurantius,0.029731774653985996,21,0.0014157987930469521
Gynuella sunshinyii,0.005919981915930999,11,0.0005381801741755454
Acinetobacter lwoffii,0.0194652609177783,17,0.0011450153481046058
Campylobacter jejuni,0.31355466237201973,21,0.014931174398667606
Syntrophomonas wolfei,0.007719362628663199,16,0.00048246016429144995
Faecalibacterium duncaniae,8.948294296520036,21,0.4261092522152398
Stenotrophomonas rhizophila,0.0084699237750534,12,0.0007058269812544501
Priestia megaterium,0.13301800803772962,21,0.006334190858939505
Pseudomonas agarici,0.0027850712681568002,7,0.00039786732402240005
Azoarcus sp. DD4,0.0145435797561501,15,0.00096957198374334
Campylobacter showae,0.0064345599037036,12,0.0005362133253086333
Conexibacter sp. S30A1,0.0058257368164869,10,0.00058257368164869
Burkholderia contaminans,0.027031105950111697,18,0.0015017281083395386
Cyanobacterium sp. uoEpiScrs1,0.0028665159777972,7,0.00040950228254245716
Alkalihalobacillus sp. LMS39,0.0181502216744039,19,0.0009552748249686263
Agathobacter rectalis,94.25885170727291,21,4.4885167479653765
Methanospirillum hungatei,0.0026585419082691,7,0.0003797917011813
Spartinivicinus ruber,0.0104236072569671,15,0.0006949071504644734
Herbaspirillum huttiense,0.010537130132211903,13,0.000810548471708608
Anaeromyxobacter dehalogenans,0.014954678408748699,16,0.0009346674005467937
Thermosipho africanus,0.005741544797070701,8,0.0007176930996338376
Bacillus luti,0.0060404047881129005,10,0.00060404047881129
Bradyrhizobium sp. CB82,0.010420308778807999,15,0.0006946872519205332
Lentibacillus amyloliquefaciens,0.021419570369398303,19,0.0011273458089157001
Luteibacter flocculans,0.0022203720227019002,6,0.00037006200378365004
Bacillus sp. S3,0.022960465381338505,20,0.0011480232690669252
Thiomicrorhabdus sp.,0.0147197804318395,20,0.000735989021591975
Micromonospora sp. WMMD812,0.0086555721982712,11,0.0007868701998428364
Pseudomonas sp. LTJR-52,0.0029834953735593,6,0.00049724922892655
Olsenella uli,0.029908981929447097,18,0.0016616101071915055
Niabella soli,0.00402191329714,8,0.0005027391621425
Acidovorax carolinensis,0.0107944178617237,10,0.00107944178617237
Jonquetella anthropi,0.0080487536035597,13,0.0006191348925815153
Paraliobacillus zengyii,0.010766549714805502,17,0.0006333264538120883
Bacteroides uniformis,55.779336076894666,21,2.6561588608045077
Hydrogenophaga sp. RAC07,0.005556723474663201,9,0.0006174137194070223
Acinetobacter sp. KCTC 92772,0.019049041121728297,15,0.0012699360747818864
Turicibacter bilis,0.0756915994444221,21,0.003604361878305814
Synechococcus sp. Minos11,0.0021399595110383,5,0.00042799190220766
Aeromicrobium sp. Leaf245,0.0071437930301625,9,0.0007937547811291667
Microvirga sp. VF16,0.004911661616456799,11,0.00044651469240516355
Halomonas elongata,0.0043015956659653,9,0.00047795507399614446
Kocuria turfanensis,0.0158538319789391,11,0.0014412574526308272
Sulfurimonas autotrophica,0.0029297880219098997,7,0.0004185411459871285
Prosthecochloris sp. HL-130-GSB,0.0104241364550292,15,0.00069494243033528
Lysobacter sp. H21R4,0.006172086868226101,6,0.00102868114470435
Blattabacterium sp. DPU,0.004890659823189001,7,0.0006986656890270001
Pseudomonas simiae,0.0122242317118001,14,0.0008731594079857215
Miniimonas sp. S16,0.0153372294018388,15,0.0010224819601225867
Actinomyces sp. oral taxon 169,0.0043006341285377996,5,0.00086012682570756
Campylobacter sp. RM12651,0.007380615200362601,11,0.0006709650182147819
Limnoglobus roseus,0.011165294664751302,14,0.0007975210474822358
Tepidibacter sp. 8C15b,0.0320518311813387,20,0.0016025915590669349
Calothrix sp. PCC 6303,0.004985574252664601,6,0.0008309290421107668
Flavobacterium sp. IMCC34518,0.0191176417772894,11,0.0017379674342990364
Sneathiella marina,0.007022078615084901,11,0.0006383707831895364
Mycobacterium sp. ITM-2016-00318,0.0057690572698290005,11,0.0005244597518026364
Niabella ginsenosidivorans,0.010724918249276402,16,0.0006703073905797751
Collimonas pratensis,0.011989046351574802,14,0.0008563604536839145
Staphylococcus sp. 17KM0847,0.0174953610689573,14,0.0012496686477826643
Paenibacillus algicola,0.018509764235231506,21,0.0008814173445348336
Flavonifractor plautii,5.23504322760498,21,0.2492877727430943
Pseudoprevotella muciniphila,0.08934279384521739,21,0.004254418754534161
Desulfotomaculum nigrificans,0.009673080817099599,15,0.0006448720544733066
Acidocella sp. MX-AZ03,0.006911687051478201,14,0.0004936919322484429
Jiangella sp. DSM 45060,0.010142011802158298,15,0.0006761341201438865
Aliarcobacter cibarius,0.0057585167218951,9,0.0006398351913216777
Yersinia aldovae,0.004581763585248,5,0.0009163527170496001
Pseudoalteromonas sp. KG3,0.0118313275085709,7,0.0016901896440815571
Brachyspira intermedia,0.0311236422023729,20,0.001556182110118645
Thermodesulfobacterium commune,0.0037179434981231994,7,0.0005311347854461714
Sphaerochaeta globosa,0.014318932364059202,19,0.0007536280191610107
Hyphomonas atlantica,0.0059568616702211,9,0.0006618735189134555
Terriglobus saanensis,0.008035484526981398,13,0.0006181141943831845
Streptomyces sp. HUAS 2-6,0.0042647753907776,7,0.0006092536272539428
Bergeyella cardium,0.006641261623131499,9,0.0007379179581257221
Brevibacterium luteolum,0.0041740469199555,7,0.0005962924171364999
Nocardioides sp. JS614,0.0039366931222021,6,0.0006561155203670166
Arthrobacter citreus,0.0042789969729097,8,0.0005348746216137125
Haemophilus pittmaniae,0.010047338155881099,8,0.0012559172694851374
Geodermatophilus sp. DSM 44513,0.0066420736742501,10,0.00066420736742501
Streptococcus canis,0.0820742463771015,20,0.004103712318855075
Gordonia terrae,0.005466121958199299,5,0.00109322439163986
Dialister hominis,0.033437642193771204,9,0.0037152935770856893
Paracoccus versutus,0.0096971218832488,8,0.0012121402354061
Pseudomonas lundensis,0.005947997476668501,8,0.0007434996845835626
Azorhizobium caulinodans,0.005345076890952,10,0.0005345076890952
Virgibacillus phasianinus,0.0095196597138979,14,0.0006799756938498501
Enterobacter cloacae complex sp.,0.0063046251968225005,6,0.0010507708661370834
Fenollaria sporofastidiosus,0.024705960425919497,21,0.0011764743059961666
Hymenobacter cellulosivorans,0.026272487291673797,20,0.0013136243645836898
Paenibacillus macerans,0.033101162909382295,21,0.0015762458528277283
Rhodococcus sp. SGAir0479,0.0076658451395279995,9,0.0008517605710586666
Sphingomonas psychrotolerans,0.0029705198093233,6,0.0004950866348872166
Saccharobesus litoralis,0.0074559484170109,9,0.0008284387130012112
Bacteroides faecis,63.59543944787193,21,3.028354259422473
Lysobacter enzymogenes,0.034708644152614106,14,0.002479188868043865
Pseudomonas sp. KNUC1026,0.0049134571965289,11,0.0004466779269571728
Pontibacter russatus,0.014695046388598101,17,0.0008644144934469471
Lacunisphaera limnophila,0.0077275609011076005,13,0.0005944277616236616
Chryseobacterium lactis,0.010789122314050001,15,0.0007192748209366667
Sporosarcina sp. Marseille-Q4063,0.004345669937623001,8,0.0005432087422028751
Citrobacter farmeri,0.0029774164775795,7,0.0004253452110827857
Draconibacterium halophilum,0.0098881419466925,10,0.00098881419466925
Rhodococcus triatomae,0.0035917013480899996,6,0.0005986168913483333
Pantoea agglomerans,0.0262119783990925,21,0.0012481894475758332
Solidesulfovibrio carbinolicus,0.0116621786242684,15,0.0007774785749512267
Paenibacillus alvei,0.017209934693225296,17,0.001012349099601488
Aminobacterium sp. MB27-C1,0.0032888086170137,8,0.0004111010771267125
Lacibacter sediminis,0.016263151771225996,21,0.0007744357986298094
Caulobacter sp. S6,0.0091579436567634,11,0.0008325403324330364
Yinghuangia sp. ASG 101,0.0076065466873847,13,0.0005851189759526692
Paraburkholderia tropica,0.0054782185571613,9,0.0006086909507956999
Mariniplasma anaerobium,0.0147628999750743,15,0.00098419333167162
Halomonas sp. LR3S48,0.0051823752323281996,7,0.0007403393189040285
Teredinibacter sp. KSP-S5-2,0.0028776026733919003,7,0.0004110860961988429
Thermobacillus composti,0.029042434089583593,21,0.001382973051884933
Bacteroides cellulosilyticus,208.25330309166478,21,9.916823956745942
Abyssicoccus albus,0.0092907762999003,11,0.0008446160272636636
Streptosporangium sp. 'caverna',0.014824748471145502,18,0.0008235971372858612
Weissella viridescens,0.004567407813932701,7,0.0006524868305618144
Micromonospora inositola,0.004793515795421499,7,0.0006847879707744999
Eleftheria terrae,0.0109732653583939,15,0.0007315510238929267
Paenibacillus sp. IHBB 10380,0.0176764801263617,19,0.0009303410592821947
Paenibacillus sp. FSL R7-0273,0.0253644016658447,19,0.0013349685087286685
Citrobacter freundii,0.0926092038936394,21,0.0044099620901733045
Kutzneria albida,0.0130647287544525,16,0.0008165455471532812
Corynebacterium cystitidis,0.0031710032068575,6,0.0005285005344762499
Arthrobacter sp. ERGS1:01,0.006528891255756401,12,0.0005440742713130334
Erythrobacter sp. HL-111,0.0033726602655512,6,0.0005621100442585334
Pseudomonas alkylphenolica,0.010682927402063901,14,0.0007630662430045643
Sulfuricella denitrificans,0.0040073092984556,8,0.00050091366230695
Corynebacterium aurimucosum,0.0052676950384027,11,0.0004788813671275181
Paenibacillus sabinae,0.01952705326219,18,0.001084836292343889
Mesomycoplasma hyopneumoniae,0.0023313587360220002,5,0.00046627174720440006
Vagococcus penaei,0.0095316834992548,9,0.0010590759443616445
Caulobacter segnis,0.0198297619299281,17,0.0011664565841134178
Romboutsia ilealis,0.47936129119297144,21,0.02282672815204626
Pseudoleptotrichia goodfellowii,0.013074844806626301,18,0.0007263802670347944
Coraliomargarita sp. J2-16,0.006725626909921899,14,0.0004804019221372785
Paraburkholderia sp. SUR17,0.0038053860027021,7,0.0005436265718145857
Hymenobacter sp. YIM 151858-1,0.0114114290973578,14,0.0008151020783827
Staphylococcus carnosus,0.0059907763726385,11,0.0005446160338762273
Sulfuritortus calidifontis,0.0071263270312541,10,0.00071263270312541
Kitasatospora sp. NA04385,0.0111228011591703,10,0.00111228011591703
Tomitella fengzijianii,0.0052359363544785004,10,0.0005235936354478501
Avibacterium paragallinarum,0.0108450199618976,14,0.0007746442829926857
Geobacter metallireducens,0.0061465726470926,12,0.0005122143872577167
Clostridium botulinum,0.2847634609725309,21,0.013560164808215758
Pararhizobium sp. BT-229,0.0049725330107857,9,0.0005525036678650778
Chloroflexus aurantiacus,0.0069476000468270994,11,0.0006316000042570091
Spiroplasma cantharicola,0.0042885111965992005,6,0.0007147518660998668
Clostridium butyricum,0.1821885821820875,21,0.008675646770575595
Tolypothrix sp. PCC 7910,0.0158841073002906,14,0.0011345790928779
Xanthomonas hortorum,0.012341026931039403,11,0.0011219115391854003
Gracilibacillus salinarum,0.013865909164881701,18,0.0007703282869378723
Brenneria izadpanahii,0.0128247641694853,8,0.0016030955211856625
Micromonospora craniellae,0.006672740965628099,9,0.0007414156628475666
Aquihabitans sp. G128,0.0111575925395759,14,0.0007969708956839929
Miniphocaeibacter halophilus,0.030766328538553902,21,0.001465063263740662
Kosakonia sp. ML.JS2a,0.0019667183112727,5,0.00039334366225454
Pantoea ananatis,0.0115952097758856,17,0.0006820711632873882
Prevotella bivia,0.170240416916911,18,0.00945780093982839
Mesoplasma entomophilum,0.005943596663031299,9,0.0006603996292256999
Mycolicibacterium mageritense,0.0071950454199439995,11,0.0006540950381767272
Actinacidiphila bryophytorum,0.010235875627753,13,0.0007873750482886924
Sphingomonas koreensis,0.0068650468216044005,9,0.0007627829801782667
Olsenella sp. oral taxon 807,0.029984627579960895,21,0.0014278394085695664
Polaribacter pectinis,0.0049237652248405005,8,0.0006154706531050626
Paenibacillus pabuli,0.019135456631616296,17,0.001125615095977429
Acididesulfobacillus acetoxydans,0.0221362780899021,20,0.001106813904495105
Bifidobacterium actinocoloniiforme,0.004953054713680601,10,0.0004953054713680601
Staphylococcus hominis,0.012653007940627303,13,0.0009733083031251771
Ectothiorhodospira sp. BSL-9,0.006852889178880101,11,0.0006229899253527364
Vallitalea guaymasensis,0.067683855462741,21,0.0032230407363209998
Lactococcus taiwanensis,0.0045910034115942,10,0.00045910034115942004
Caballeronia insecticola,0.006606948951409199,11,0.0006006317228553818
Conexibacter woesei,0.0088592956124141,12,0.0007382746343678417
Paraburkholderia aromaticivorans,0.0179977715102036,20,0.00089988857551018
Sporosarcina pasteurii,0.008373946157664,9,0.0009304384619626667
Paenibacillus xylanexedens,0.0062497634048311,6,0.0010416272341385168
Vibrio mimicus,0.0083185943912825,14,0.0005941853136630357
Reichenbachiella carrageenanivorans,0.005843032230995301,8,0.0007303790288744126
Mycobacterium gordonae,0.0024542514161585,6,0.0004090419026930834
Sphingomonas suaedae,0.005628515194238501,10,0.0005628515194238501
Lichenicola cladoniae,0.011576582919172,13,0.0008905063783978463
Chthonomonas calidirosea,0.0049902724214598,11,0.00045366112922361814
Mycolicibacterium confluentis,0.0044830173312373,8,0.0005603771664046625
Variovorax sp. HW608,0.007704062595316002,10,0.0007704062595316002
Spongiibacter nanhainus,0.0083902096130194,9,0.0009322455125577111
Hymenobacter sp. YIM 151500-1,0.007295961343383499,13,0.0005612277956448845
Aceticella autotrophica,0.0246940310710796,21,0.001175906241479981
Stigmatella aurantiaca,0.012526005261162102,17,0.0007368238388918884
Vibrio artabrorum,0.005063651220305201,10,0.0005063651220305201
Advenella kashmirensis,0.0045108916533150994,10,0.00045108916533150993
Methanococcus vannielii,0.011566257765711399,17,0.0006803681038653764
Salinicoccus halodurans,0.011513575098869999,18,0.0006396430610483332
Schleiferilactobacillus harbinensis,0.0121361818811224,18,0.0006742323267290222
Marinobacterium aestuarii,0.010124484554237602,15,0.0006749656369491734
Actinoplanes derwentensis,0.0188933913506479,20,0.000944669567532395
uncultured Celeribacter sp.,0.0146811002061435,18,0.0008156166781190834
Neobacillus mesonae,0.0261618865276687,21,0.0012458041203651763
Streptomyces alfalfae,0.0086278505797984,11,0.0007843500527089455
Hymenobacter sp. DG01,0.0052113088467846,10,0.00052113088467846
Acidovorax sp. JMULE5,0.0159925944623403,19,0.0008417154980179106
Streptococcus salivarius,0.5872557014647916,21,0.027964557212609122
Candidatus Ornithobacterium hominis,0.0073412412986494,12,0.0006117701082207833
Paucibacter aquatile,0.0044208216251642,8,0.000552602703145525
Selenomonas sp. oral taxon 478,0.0221582617085851,16,0.0013848913567865687
Candidatus Sulfidibacterium hydrothermale,0.0143778461488717,16,0.0008986153843044812
Streptomyces hygroscopicus,0.0164699874740915,8,0.0020587484342614376
Acetivibrio clariflavus,0.0668939401140164,21,0.003185425719715067
Aquincola tertiaricarbonis,0.018065191176277102,15,0.0012043460784184736
Parasedimentitalea psychrophila,0.0073705756704432,14,0.0005264696907459429
Desulfomicrobium orale,0.011256182111899701,15,0.0007504121407933134
Klebsiella quasipneumoniae,0.08640969521817372,21,0.004114747391341606
Schaalia radingae,0.0068032690698411,11,0.0006184790063491909
Flavobacterium gilvum,0.0231664056704195,17,0.0013627297453187941
Rhizobium hidalgonense,0.0032654894635081996,5,0.0006530978927016399
Nocardia tengchongensis,0.0039031161727897997,7,0.0005575880246842571
Thalassospira sp. GO-4,0.0035255403844174,6,0.0005875900640695666
Cloacibacterium caeni,0.0148425496239147,11,0.0013493226930831545
Streptococcus gordonii,0.055151857151217,21,0.0026262789119627142
Clostridium sp. 'deep sea',0.025768684450186194,20,0.0012884342225093098
Flavobacterium sp. N2038,0.0090065812850199,10,0.00090065812850199
Polaribacter sp. Hel1_33_78,0.005925018123004301,14,0.0004232155802145929
Streptococcus sp. oral taxon 061,0.0074334435972131995,12,0.0006194536331010999
Siminovitchia fortis,0.008850954879487297,14,0.0006322110628205212
[Clostridium] scindens,2.9074079762061977,21,0.1384479988669618
Stackebrandtia nassauensis,0.009216176502701299,13,0.0007089366540539461
Streptococcus parasanguinis,0.1633238039119784,21,0.007777323995808496
Microbacterium sp. Y-01,0.010775082535659999,9,0.001197231392851111
Sphingobium amiense,0.024203747894235704,14,0.0017288391353025502
Lactococcus allomyrinae,0.0035083114299063,7,0.0005011873471294714
Oceanobacillus jeddahense,0.020901515817096802,20,0.00104507579085484
Marinobacter sp. LV10R510-11A,0.0041038666235973,7,0.0005862666605139
Corynebacterium stationis,0.005340203668984,9,0.0005933559632204444
Granulicatella adiacens,0.021111602508337903,20,0.0010555801254168952
Flavobacterium oreochromis,0.015256690852583401,17,0.0008974524030931413
Spiroplasma taiwanense,0.002945722612132,7,0.0004208175160188571
Aeromonas salmonicida,0.0303781948525246,19,0.0015988523606591896
Apilactobacillus bombintestini,0.0041456916845836,7,0.0005922416692262285
Jeotgalibacillus malaysiensis,0.018696227456633997,20,0.0009348113728316999
Spiroplasma turonicum,0.004078504647617,6,0.0006797507746028334
Bifidobacterium eulemuris,0.0100577687807843,14,0.0007184120557703072
Micromonospora auratinigra,0.0163779911952054,16,0.0010236244497003374
